id,PUMA10,ST,NP,TYPE,TEN,HHT,HUPAOC,HUPARC,MULTG,NR,PARTNER,HHAGE,HHSEX,HHRACE,HHHISP,NPU18withEXC,PP_0-5,PP_6-17,PP_60-64,PP_65-74,PP_75,PP_0-5_withEXC,PP_6-17_withEXC
75805333,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805334,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805335,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805336,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805337,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805338,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805339,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805340,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805341,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805342,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805343,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805344,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805345,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805346,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805347,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805348,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805349,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805350,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805351,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805352,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75805353,00600,31,01,1,3,6,4,4,1,0,0,8,2,1,0,0,0,0,0,0,1,0,0
75806175,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806176,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806177,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806178,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806179,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806180,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806181,00600,31,02,1,2,1,4,4,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0
75806231,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806232,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806233,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806234,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806235,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806236,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806237,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806238,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806239,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806240,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806241,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806242,00600,31,04,1,1,1,2,2,1,0,0,3,1,1,0,2,0,1,0,0,0,0,1
75806633,00600,31,02,1,2,1,4,4,1,0,0,5,1,1,0,0,0,0,1,0,0,0,0
75807179,00600,31,01,1,1,4,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
75807180,00600,31,01,1,1,4,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
75807181,00600,31,01,1,1,4,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
75807182,00600,31,01,1,1,4,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
75807183,00600,31,01,1,1,4,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
75807214,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807215,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807216,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807217,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807218,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807219,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807220,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807221,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807222,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807223,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807224,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807225,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807226,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807227,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807228,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807229,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
75807230,00600,31,03,1,2,1,4,2,1,0,0,6,1,1,0,1,0,1,0,1,0,0,1
