id,PUMA10,ST,NP,TYPE,TEN,HHT,HUPAOC,HUPARC,MULTG,NR,PARTNER,HHAGE,HHSEX,HHRACE,HHHISP,NPU18withEXC,PP_0-5,PP_6-17,PP_60-64,PP_65-74,PP_75,PP_0-5_withEXC,PP_6-17_withEXC
131347424,51096,51,02,1,2,1,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
131347425,51096,51,02,1,2,1,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
131350263,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350264,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350265,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350266,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350267,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350268,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350269,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350270,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350271,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350272,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350273,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350274,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131350275,51096,51,02,1,1,1,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
131352688,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352689,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352690,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352691,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352692,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352693,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352694,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352695,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352696,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352697,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352698,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352699,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352700,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352701,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
131352702,51096,51,05,1,3,3,4,2,1,0,0,4,2,2,0,2,0,1,0,0,0,0,1
