id,PUMA10,ST,NP,TYPE,TEN,HHT,HUPAOC,HUPARC,MULTG,NR,PARTNER,HHAGE,HHSEX,HHRACE,HHHISP,NPU18withEXC,PP_0-5,PP_6-17,PP_60-64,PP_65-74,PP_75,PP_0-5_withEXC,PP_6-17_withEXC
86391994,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86391995,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86391996,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86391997,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86391998,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86391999,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86392000,00403,36,02,1,2,1,4,4,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
86400792,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400793,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400794,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400795,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400796,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400797,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400798,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400799,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400800,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400801,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400802,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400803,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400804,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400805,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400806,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400807,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400808,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400809,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400810,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400811,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400812,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400813,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400814,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400815,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400816,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400817,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400818,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400819,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400820,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400821,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400822,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400823,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400824,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400825,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400826,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400827,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400828,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400829,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400830,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400831,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400832,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400833,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400834,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400835,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400836,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400837,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400838,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400839,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400840,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400841,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400842,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400843,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400844,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400845,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400846,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400847,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400848,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400849,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400850,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400851,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400852,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400853,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400854,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400855,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86400856,00403,36,02,1,1,2,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
86405558,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405559,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405560,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405561,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405562,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405563,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405564,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86405565,00403,36,04,1,3,1,1,1,1,0,0,2,1,7,0,2,1,0,0,0,0,1,0
86412344,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412345,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412346,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412347,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412348,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412349,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412350,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412351,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412352,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412353,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412354,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412355,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412356,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412357,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412358,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412359,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412360,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412361,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412362,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412363,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412364,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412365,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412366,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412367,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
86412368,00403,36,01,1,2,6,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
