id,PUMA10,ST,NP,TYPE,TEN,HHT,HUPAOC,HUPARC,MULTG,NR,PARTNER,HHAGE,HHSEX,HHRACE,HHHISP,NPU18withEXC,PP_0-5,PP_6-17,PP_60-64,PP_65-74,PP_75,PP_0-5_withEXC,PP_6-17_withEXC
40435652,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435653,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435654,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435655,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435656,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435657,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435658,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435659,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435660,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435661,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435662,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435663,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435664,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435665,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435666,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435667,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435668,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435669,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435670,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435671,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435672,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
40435673,00100,15,03,1,1,1,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0
